"month","year","site_code","pCH4_uatm","CH4_uM","pCO2_uatm","CO2_uM","pN2O_uatm","N2O_uM"
1,2023,"PRLA",208.3756601,0.539475218,557.5923298,39.35581706,0.236154457,0.013228013
2,2023,"PRLA",1642.847984,4.162342021,711.33277,48.84193155,0.222390975,0.012075099
3,2023,"PRLA",1459.732252,3.769207005,2100.062968,147.9330933,0.294071862,0.016446216
6,2023,"PRLA",1664.0882,2.619235994,1235.176395,46.11159955,0.237589473,0.006474763
8,2023,"PRLA",41.6856872,0.065589166,766.056683,28.80064456,0.661478428,0.018234776
9,2023,"PRLA",513.494609,0.850139926,791.3315375,31.79610354,0.418253699,0.0124382
10,2023,"PRLA",185.8919422,0.39935907,490.6119423,27.30582025,0.366286108,0.015691042
11,2023,"PRLA",107.7952393,0.275461998,686.4493549,47.63333931,0.252931277,0.013895529
1,2024,"PRLA",1.979798063,0.004867014,1206.666794,79.86433688,0.435797878,0.022719078
2,2024,"PRLA",23.86227349,0.060007347,2469.742606,167.4316875,0.211573064,0.011306498
4,2024,"PRLA",107.5711128,0.257828966,650.5749176,41.35868604,0.351036129,0.017420757
5,2024,"PRLA",409.6842732,0.774639214,392.4199602,18.51569646,0.409344756,0.014535408
6,2024,"PRLA",950.2571469,1.671545981,752.134026,32.54580247,0.308432592,0.009958165
7,2024,"PRLA",10.53626537,0.017101837,566.3526383,22.07904605,0.302658695,0.0086783
9,2024,"PRLA",65.99594851,0.113295356,555.4194101,23.22186153,0.178096791,0.005522637
10,2024,"PRLA",111.4485716,0.232179615,701.74712,37.66161703,0.320754301,0.013204982
11,2024,"PRLA",71.26458169,0.178938187,1040.689972,70.12201081,0.498456792,0.026402709
12,2024,"PRLA",490.3946541,1.263971212,674.3161285,47.28877702,0.292765704,0.016274301
1,2025,"PRLA",1.303640815,0.003275372,404.8993149,27.60597153,0.259585416,0.014006641
2,2025,"PRLA",65.59613724,0.162574873,2703.868344,181.4904664,0.176722322,0.009376512
3,2025,"PRLA",65.88436529,0.14542604,441.1356728,25.38525669,0.236827789,0.010529253
4,2025,"PRLA",5.487004319,0.011791491,394.4895435,21.97635737,0.001,0.001
5,2025,"PRLA",0.239293046,0.001,305.9309399,14.88452956,0.188708516,0.006949818
6,2016,"PRPO",133.943333333333,0.238,2792.33333333333,122.033333333333,0.633,0.0206666666666667
7,2016,"PRPO",193.256666666667,0.309,939.333333333333,36.0333333333333,0.311,0.00866666666666667
8,2016,"PRPO",323.893333333333,0.498666666666667,733,26.5666666666667,0.251333333333333,0.00666666666666667
9,2016,"PRPO",215.523333333333,0.386666666666667,3431.33333333333,151.666666666667,0.916,0.0303333333333333
10,2016,"PRPO",21.5633333333333,0.048,346,20.1,0.562666666666667,0.0253333333333333
11,2016,"PRPO",15.8966666666667,0.0373333333333333,989.666666666667,61.6333333333333,0.987,0.048
12,2016,"PRPO",28.19,0.077,1517,113.6,0.44,0.026
1,2017,"PRPO",64.13,0.175,3254,244.3,0.509,0.031
2,2017,"PRPO",160.23,0.427,4169,305.1,0.551,0.032
3,2017,"PRPO",565.94,1.384,4479,295.9,0.667,0.035
4,2017,"PRPO",137.57,0.341333333333333,1032.66666666667,68.7666666666667,0.517,0.027
5,2017,"PRPO",22.5633333333333,0.049,317,17.7333333333333,0.402333333333333,0.0173333333333333
6,2017,"PRPO",318.92,0.524333333333333,778,30.8666666666667,0.396666666666667,0.0116666666666667
7,2017,"PRPO",138.033333333333,0.221333333333333,782,30,0.433333333333333,0.0123333333333333
8,2017,"PRPO",376.116666666667,0.581333333333333,1340.66666666667,49.2333333333333,0.459,0.0123333333333333
9,2017,"PRPO",14.5733333333333,0.0263333333333333,661.666666666667,29.4666666666667,0.408333333333333,0.0136666666666667
10,2017,"PRPO",8.725,0.0208333333333333,575.5,38.2166666666667,0.383833333333333,0.0201666666666667
1,2018,"PRPO",39.84,0.106,1515,110.4,0.39,0.023
2,2018,"PRPO",22.59,0.06,1597,115.4,0.286,0.017
3,2018,"PRPO",35.14,0.089,1488,102,0.254,0.014
4,2018,"PRPO",143.44,0.376,2938,210.3,0.225,0.013
5,2018,"PRPO",3251.68,7.265,1267,73.9,0.22,0.01
6,2018,"PRPO",143.595,0.2435,762.5,31.5,0.7375,0.023
7,2018,"PRPO",244.22,0.384,745,28,0.938,0.026
8,2018,"PRPO",196.05,0.316,866,33.5,0.614,0.018
9,2018,"PRPO",111.01,0.19,634,26.4,0.378,0.012
10,2018,"PRPO",15.205,0.0375,799,53.2,0.409,0.0215
12,2018,"PRPO",2745.78,7.203,1340,96.2,0.853,0.049
1,2019,"PRPO",76.43,0.202,1118,81.2,0.547,0.032
2,2019,"PRPO",60.41,0.161,2241,164.6,1.143,0.067
3,2019,"PRPO",98.86,0.265,3926,289.5,0.76,0.045
4,2019,"PRPO",33.48,0.082,432,28.2,0.671,0.034
5,2019,"PRPO",0.01,0,539,30.2,0.553,0.024
6,2019,"PRPO",52.43,0.09,869,36.5,0.298,0.009
7,2019,"PRPO",155.67,0.248,5195,198.1,0.065,0.002
8,2019,"PRPO",90.05,0.141,776,29,0.422,0.012
9,2019,"PRPO",39.87,0.073,402,18.1,0.426,0.014
10,2019,"PRPO",9.43,0.025,401,28.4,0.515,0.029
12,2019,"PRPO",43.07,0.112,2578,182.3,0.393,0.022
1,2020,"PRPO",140.9368905,0.345046241,3933.482748,259.2708641,0.001,0.001
2,2020,"PRPO",217.9,0.562,5201,366.9,0.123,0.007
3,2020,"PRPO",175.68,0.436,3616,242.7,0.502,0.027
6,2020,"PRPO",95.73,0.1535,1126,44.45,0.548,0.0155
8,2020,"PRPO",269.41,0.429,651,24.8,0.537,0.015
9,2020,"PRPO",133.05,0.24,826,36.8,0.303,0.01
1,2021,"PRPO",89.198961,0.228852565,627.5629615,43.77927931,0.540422834,0.0298717
2,2021,"PRPO",86.13860001,0.221962733,825.4397217,58.0261632,0.854211444,0.047674196
4,2021,"PRPO",6.145691755,0.013638833,698.666242,40.60244352,0.756858544,0.034072851
5,2021,"PRPO",11.22253623,0.023477438,552.0841175,29.71613894,0.530332226,0.021880506
6,2021,"PRPO",225.0134686,0.36843964,1019.833932,40.19990843,0.414331107,0.012029057
8,2021,"PRPO",346.6820831,0.551169205,1023.933006,38.87523891,0.873676688,0.024313463
9,2021,"PRPO",168.0815883,0.28910524,712.4908658,30.00463569,0.376348314,0.011792034
10,2021,"PRPO",24.80769068,0.055478188,463.3495861,27.25566269,0.547985669,0.025037453
11,2021,"PRPO",17.30207978,0.042411615,606.881481,40.18273895,0.204983097,0.010711467
12,2021,"PRPO",36.40192578,0.097120256,503.8957627,36.87218138,0.736327535,0.042913954
1,2022,"PRPO",66.87957133,0.180343687,844.4443942,62.66223126,0.75913402,0.044956802
2,2022,"PRPO",50.82732077,0.1365035,2069.9323,152.7733279,0.718425439,0.042282996
3,2022,"PRPO",34.58790846,0.090907646,1316.729194,94.85384674,0.859507947,0.049295079
6,2022,"PRPO",6.926092475,0.013158157,1453.18455,69.43474601,0.640539912,0.023141825
7,2022,"PRPO",13.20969242,0.019868239,2182.413872,77.63513613,0.438034882,0.011355555
8,2022,"PRPO",177.1793011,0.2823403,629.0281531,23.97855348,0.32157576,0.008994515
9,2022,"PRPO",25.25117064,0.042084439,1117.191322,45.26763647,1.411100966,0.042361981
10,2022,"PRPO",5.715914968,0.013893931,458.6920915,30.01818863,0.019305721,0.001
11,2022,"PRPO",97.77563906,0.251416738,614.5907289,40.752295875,0.283142462,0.014586795
1,2023,"PRPO",23.02536639,0.061609937,477.3560216,35.12550671,0.283907852,0.016665753
2,2023,"PRPO",176.2958949,0.472211649,966.0353089,71.15795728,0.141604491,0.008320987
3,2023,"PRPO",82.72041956,0.217414667,1068.926804,77.0027882,0.256487851,0.014710264
6,2023,"PRPO",284.7971477,0.436890679,1712.400647,62.02431893,0.142466388,0.0037567
8,2023,"PRPO",443.5552757,0.698691376,568.8984565,21.42480549,0.042452463,0.001172675
9,2023,"PRPO",127.2573947,0.213508154,709.5144274,28.99170869,0.36050313,0.010925368
10,2023,"PRPO",1.024926455,0.00220715,1130.588314,63.11468641,0.172225422,0.007402885
3,2024,"PRPO",4.417567994,0.01059814,2328.044957,149.4889344,0.215544304,0.010863325
5,2024,"PRPO",31.4823888,0.05898664,2194.740031,102.3680977,0.452427619,0.015858195
6,2024,"PRPO",104.1665459,0.184890784,972.8167707,42.57645635,0.009834087,0.001
7,2024,"PRPO",71.09531202,0.115754421,785.6123468,30.70382881,0.270849551,0.007783065
9,2024,"PRPO",91.72089739,0.157257508,725.1638306,30.24495429,0.184559776,0.005705108
10,2024,"PRPO",26.45529156,0.055938794,603.1925686,32.79545047,0.320825237,0.013365529
11,2024,"PRPO",8.769775247,0.02218469,746.7339468,50.79090621,0.413326879,0.022126493
12,2024,"PRPO",22.97208486,0.060412754,828.6311156,59.40966282,0.240185046,0.013666212
1,2025,"PRPO",0.099466586,0.001,371.1727041,27.27254907,0.239949599,0.014036697
2,2025,"PRPO",49.8265836,0.135083966,1522.643277,113.0662923,0.14180752,0.008380219
4,2025,"PRPO",16.72379432,0.036791585,1035.20904,59.07468313,3.60284727,0.158365565
6,2025,"PRPO",129.4554514,0.224671961,821.9512938,34.80312337,0.328973053,0.010341996
7,2025,"PRPO",116.9618891,0.19149838,792.5589525,31.2204894,0.001,0.001
10,2016,"REDB",2.975,0.0075,1086,72.8,2.802,0.1465
11,2016,"REDB",2.74,0.007,923,64.4,0.946,0.051
1,2017,"REDB",3.22,0.01,632,50.6,0.724,0.046
2,2017,"REDB",1.58,0.004,669,48.6,0.466,0.027
3,2017,"REDB",2.2,0.006,653.5,46.25,0.5025,0.028
4,2017,"REDB",1.47,0.004,731,53.75,0.704,0.0405
5,2017,"REDB",0.7575,0.002,540.75,36.125,0.4585,0.02375
6,2017,"REDB",1.65333333333333,0.004,840,53.5666666666667,0.541333333333333,0.0266666666666667
7,2017,"REDB",1.76,0.004,1043,60.85,4.0545,0.1805
8,2017,"REDB",1.2,0.003,1026,56.6,0.58,0.024
9,2017,"REDB",1.765,0.004,937,54.5,0.889,0.0395
10,2017,"REDB",0.42,0.001,797,58.3,0.457,0.0265
11,2017,"REDB",0.01,0,668,54.8,0.337,0.022
12,2017,"REDB",0.83,0.003,711,59.4,0.337,0.022
1,2018,"REDB",0.11,0,710,59.4,0.374,0.025
2,2018,"REDB",0.475,0.0015,747.5,59.65,0.433,0.0275
3,2018,"REDB",1.61,0.0045,629,51.75,0.4435,0.029
4,2018,"REDB",3.2175,0.00875,691,49.4,0.74875,0.0415
5,2018,"REDB",1.442,0.0036,700.4,46.8,0.2926,0.0152
6,2018,"REDB",1.76666666666667,0.00466666666666667,953,60,1.11633333333333,0.0533333333333333
7,2018,"REDB",1.29,0.003,920,53.45,0.835,0.0375
8,2018,"REDB",1.95,0.005,945,55.9,1.438,0.065
9,2018,"REDB",1.645,0.004,726.5,44.65,0.3495,0.0165
10,2018,"REDB",1.75,0.004,1147,71.9,0.449,0.022
11,2018,"REDB",2.93,0.0085,729,57.4,0.445,0.028
12,2018,"REDB",1.46,0.004,1237,98.2,0.502,0.032
1,2019,"REDB",3.92,0.011,1037,81.8,1.32,0.083
2,2019,"REDB",3.005,0.0085,760.5,60.45,0.4845,0.0305
3,2019,"REDB",0.82,0.002,684,50.35,0.4,0.0235
4,2019,"REDB",1.10666666666667,0.003,517.333333333333,37.8333333333333,0.296,0.0173333333333333
5,2019,"REDB",1.26,0.0032,695.8,46.46,0.2852,0.015
6,2019,"REDB",1.82666666666667,0.00433333333333333,622,40.3333333333333,0.447,0.0223333333333333
7,2019,"REDB",0.91,0.002,707,42.9,0.256,0.012
8,2019,"REDB",0.44,0.001,707,41,0.218,0.01
9,2019,"REDB",0.18,5e-04,605,36.2,0.3235,0.0145
10,2019,"REDB",2.36,0.006,463,33.6,0.628,0.036
11,2019,"REDB",2.56,0.007,495.5,37.9,0.195,0.0115
12,2019,"REDB",3.23,0.009,375,28.9,0.179,0.011
1,2020,"REDB",3.65,0.011,444,34.8,0.253,0.016
2,2020,"REDB",1.32,0.004,664,53.8,0.372,0.024
3,2020,"REDB",0.01,0,458,34.75,0.3925,0.0235
7,2020,"REDB",1.63,0.004,919,53.1,0.426,0.019
8,2020,"REDB",1.17,0.0025,870.5,51.15,0.7325,0.033
9,2020,"REDB",1.205,0.0035,707.3200235,45.26029199,0.370431287,0.0183363545
10,2020,"REDB",0.888036458,0.0023041745,845.43148495,57.803238415,0.9072815005,0.048265688
2,2021,"REDB",2.7371613495,0.007975215,928.48180725,73.32965707,0.6461087925,0.0403287545
3,2021,"REDB",0.976807837,0.0030703585,751.13002055,63.111887375,0.4907806005,0.032820072
4,2021,"REDB",1.1579702135,0.0032575555,749.98717395,56.495710245,0.480380582,0.0284041535
5,2021,"REDB",0.696327060666667,0.00197409066666667,775.3506176,53.6347567566667,0.708533027,0.038241849
6,2021,"REDB",1.253776212,0.002959572,750.686773366667,45.1796475266667,0.442369958333333,0.0203312573333333
7,2021,"REDB",0.661066064,0.0018978875,750.4484672,41.19110009,0.412899615,0.0169336865
8,2021,"REDB",1.405941447,0.003142761,770.4329321,43.55194272,0.614387315,0.026347404
9,2021,"REDB",3.3237683695,0.007802086,769.01056745,45.749195475,0.642755523,0.0291710075
10,2021,"REDB",0.01,0.001,1078.783712,80.7288939,0.066834875,0.003922539
11,2021,"REDB",0.01,0.001,722.0959179,51.78300589,0.531472646,0.029763709
12,2021,"REDB",1.748903439,0.005191582,966.9928385,77.9466656,1.106809428,0.070634543
1,2022,"REDB",1.34597517,0.004087204,788.7330572,65.77687048,0.267086725,0.017754709
2,2022,"REDB",0.01,0.001,865.86359625,70.25756538,0.5345269345,0.0345679535
3,2022,"REDB",1.0307948855,0.003539628,696.65055035,56.736285055,0.2476594075,0.015987249
4,2022,"REDB",0.120652740333333,0.001,549.4374339,41.4129388233333,0.251201378,0.0149388876666667
5,2022,"REDB",0.136487463833333,0.0011912225,654.263925416667,46.86586425,0.4678038065,0.0263714231666667
6,2022,"REDB",0.324533253666667,0.00142361433333333,814.954727433333,53.3720280466667,0.447349543333333,0.022879497
7,2022,"REDB",1.837336555,0.0042670695,832.52561765,49.175752975,0.52871776,0.0238619265
8,2022,"REDB",0.01,0.001,893.1294189,51.72176664,0.683379951,0.030099595
9,2022,"REDB",0.935872118333333,0.00252997633333333,769.299348233333,45.4355910666667,0.438640663,0.0200297656666667
1,2023,"REDB",0.395454443,0.001184946,614.5709961,50.27118339,0.613635334,0.039866692
2,2023,"REDB",0.073649524,0.001,547.8199836,44.6163982166667,0.240750150333333,0.015693818
3,2023,"REDB",0.131358547666667,0.00104348966666667,556.3752238,44.16121928,0.205996453,0.01281711
4,2023,"REDB",1.1912129765,0.003797496,659.60437045,49.66986196,0.182915083,0.0108388615
5,2023,"REDB",0.2007802664,0.0011273296,776.68205832,52.81118908,0.3071299852,0.0160782908
6,2023,"REDB",0.01,0.001,678.7031928,44.53133543,0.17338432,0.008779253
7,2023,"REDB",2.40335947733333,0.00571846066666667,983.6402482,59.52057449,0.798287800666667,0.0369893443333333
8,2023,"REDB",0.01,0.001,771.7950854,45.14625766,0.417175826,0.018580549
9,2023,"REDB",0.01,0.001,874.0618731,55.7209255,0.273007534,0.013298389
10,2023,"REDB",0.08695156,0.001,736.8141646,48.31997486,0.502909094,0.025480839
11,2023,"REDB",1.632664159,0.004374748,764.92725625,55.13938407,0.2976053975,0.0168052205
12,2023,"REDB",2.653571325,0.007593487,797.6712837,61.69774126,0.45479082,0.027773055
1,2024,"REDB",0.01,0.001,912.5519232,77.38339601,0.521518844,0.035251557
2,2024,"REDB",1.320929498,0.004028901,763.3269767,63.85431151,0.197556766,0.013162576
3,2024,"REDB",0.568138509,0.0021139365,817.5548384,63.16841039,0.3203293845,0.0195085575
4,2024,"REDB",1.53210434533333,0.00407906366666667,563.1941439,39.6688419733333,0.244736051666667,0.0134349206666667
5,2024,"REDB",1.8937033305,0.005559344,543.36418995,37.568508985,0.16797274,0.00904978
6,2024,"REDB",3.06108432,0.0074454675,612.69536805,38.533824755,0.2252561905,0.01080918
7,2024,"REDB",3.668614083,0.00876966933333333,614.818728566667,38.0646340433333,0.241332817666667,0.0114725896666667
9,2024,"REDB",0.196593609,0.001,707.0046133,43.45013386,0.281437731666667,0.0133509833333333
10,2024,"REDB",0.030880054,0.001,666.0401564,47.62762117,0.249136229,0.013880434
11,2024,"REDB",2.472310043,0.007051904,727.0541789,55.76033941,0.263627924,0.015912884
12,2024,"REDB",3.536500109,0.010128437,840.3850601,64.92702463,0.216164438,0.013169953
1,2025,"REDB",2.276995331,0.006858453,516.8564268,42.58402513,0.251721163,0.016491871
3,2025,"REDB",0.9036132995,0.002636474,543.4253142,42.56470862,0.260018846,0.0161246695
4,2025,"REDB",2.62582450525,0.007194846,546.459857775,39.5377122675,0.2489869445,0.01416145475
5,2025,"REDB",1.26957300033333,0.00328791,796.909062933333,53.4781324833333,0.219835855333333,0.0114814403333333
6,2025,"REDB",2.078984168,0.005253388,637.1173324,40.057902812,0.2056232438,0.0099872352
8,2016,"SUGG",120.03,0.159,3881.5,119.05,0.729,0.016
9,2016,"SUGG",603.046666666667,0.793666666666667,5134.66666666667,157.333333333333,1.65833333333333,0.0366666666666667
10,2016,"SUGG",168.773333333333,0.242333333333333,3376.5,115.983333333333,0.911666666666667,0.023
12,2016,"SUGG",107.263333333333,0.173,3824.66666666667,150.2,0.504333333333333,0.0143333333333333
1,2017,"SUGG",102.99,0.183,3473.66666666667,154.366666666667,0.553,0.0186666666666667
2,2017,"SUGG",185.133333333333,0.281666666666667,2988.33333333333,109.566666666667,0.446666666666667,0.0123333333333333
4,2017,"SUGG",1.3,0.002,333,11.5,0.075,0.002
5,2017,"SUGG",146.53,0.198333333333333,3802.66666666667,120,0.995,0.0226666666666667
6,2017,"SUGG",583.273333333333,0.7535,7018.5,208.783333333333,0.903166666666667,0.019
8,2017,"SUGG",658.976666666667,0.865333333333333,12959.3333333333,393.733333333333,0.603666666666667,0.0133333333333333
9,2017,"SUGG",75.2766666666667,0.0986666666666667,9879,298.933333333333,0.709333333333333,0.0153333333333333
10,2017,"SUGG",474.59,0.66,13932.6666666667,454.833333333333,0.686,0.0166666666666667
11,2017,"SUGG",300.06,0.455666666666667,7567.33333333333,272.966666666667,0.402333333333333,0.011
1,2018,"SUGG",27.81,0.056,2461,127,0.565,0.022
2,2018,"SUGG",147.54,0.259,4214,185.1,0.777,0.026
3,2018,"SUGG",174.2,0.28,7540,295.3,0.675,0.02
4,2018,"SUGG",249.61,0.363,6734,234.3,0.553,0.014
6,2018,"SUGG",256.61,0.339,10149,309.4,0.505,0.011
7,2018,"SUGG",1451.485,1.9295,13815,424.5,0.6865,0.015
9,2018,"SUGG",1704.34,2.316,12306,390,0.712,0.016
10,2018,"SUGG",1108.62,1.474,10309,318,0.82,0.018
11,2018,"SUGG",195.34,0.302,4846,181,0.847,0.023
12,2018,"SUGG",92.92,0.156,2926,121.3,0.378,0.012
1,2019,"SUGG",51.86,0.09,6035,261.8,0.449,0.015
2,2019,"SUGG",74.12,0.138,3195,150.6,0.43,0.015
3,2019,"SUGG",142.63,0.232,4724,188,0.298,0.009
4,2019,"SUGG",92.19,0.14,5220,190.9,0.463,0.013
5,2019,"SUGG",205.01,0.296,6768,231.7,0.402,0.01
6,2019,"SUGG",318.23,0.448,8125,268.8,0.426,0.01
8,2019,"SUGG",50.06,0.067,4057,125.8,0.172,0.004
9,2019,"SUGG",180.41,0.246,5052,161.3,0.579,0.013
10,2019,"SUGG",69.86,0.098,5718,188.1,0.523,0.013
11,2019,"SUGG",46.83,0.075,3662,141.8,0.895,0.026
12,2019,"SUGG",35.36,0.063,2841,125.7,0.989,0.033
1,2020,"SUGG",36.42,0.066,3453,157.9,1.651,0.057
2,2020,"SUGG",34.17,0.064,2562,122.5,1.068,0.039
3,2020,"SUGG",41.88,0.074,3229,143.1,1.038,0.035
6,2020,"SUGG",520.02,0.735,6688,222.8,1.54,0.037
7,2020,"SUGG",179.8,0.251,7071,232.1,1.937,0.046
11,2020,"SUGG",0.49260882,0.001,1027.273055,40.55286439,1.462101832,0.042913765
12,2020,"SUGG",12.90742506,0.022405319,1365.297447,58.89166618,0.952345842,0.030837279
1,2021,"SUGG",54.69925983,0.099312533,2178.60246,99.535596425,0.835781018,0.028794442
3,2021,"SUGG",120.1362675,0.213095905,2662.221584,118.6226877,0.425220532,0.014315849
4,2021,"SUGG",83.33981112,0.135457948,2447.47746,97.28219095,0.402878542,0.011906172
5,2021,"SUGG",197.7134497,0.28242729,2523.556434,85.25856029,0.437774175,0.010778382
6,2021,"SUGG",271.233593,0.370519397,2858.312336,91.21693398,0.338615266,0.007816945
7,2021,"SUGG",131.5050927,0.17931802,2752.658119,87.73516784,0.435153265,0.010036297
8,2021,"SUGG",287.9833165,0.387687977,3764.937166,118.011379,0.786784365,0.01780403
9,2021,"SUGG",81.08517581,0.112738089,3606.088864,117.52139,0.177792741,0.004199824
2,2022,"SUGG",16.44519811,0.030373611,1679.907088,78.51207288,0.717133129,0.025435076
3,2022,"SUGG",192.1129995,0.320638925,2866.246798,117.9572225,0.453530682,0.013946148
4,2022,"SUGG",218.9772526,0.341489537,3249.411485,122.4836866,0.460181887,0.012806956
5,2022,"SUGG",127.1366692,0.184661116,2415.437651,83.40057853,0.489094413,0.012344482
6,2022,"SUGG",83.894045235,0.1124515535,4198.4435515,132.3469684,0.376629621,0.008706462
8,2022,"SUGG",35.35046003,0.043977057,4419.015026,125.4323987,0.253955628,0.005141144
9,2022,"SUGG",60.32667928,0.075640921,3328.664026,95.2292817,0.432965179,0.00883428
10,2022,"SUGG",164.00736099,0.2353062255,5560.1841665,190.03319225,0.4706696215,0.011841348
1,2023,"SUGG",37.03626767,0.063476308,2604.070995,110.7065764,0.293405707,0.009353553
2,2023,"SUGG",79.44173779,0.132420407,1700.330296,69.84469863,0.316014962,0.009695941
3,2023,"SUGG",288.8651598,0.415150063,4639.278137,158.1405587,0.319249588,0.00794399
4,2023,"SUGG",50.97056428,0.070025547,3313.660619,106.6482707,0.26310482,0.006135721
5,2023,"SUGG",57.02121031,0.081968076,2396.663738,81.52959597,0.223902593,0.005552557
6,2023,"SUGG",43.15652066,0.057773904,2580.923513,80.22505287,0.209387266,0.004690948
7,2023,"SUGG",95.23734337,0.116075832,3468.061795,95.92533458,0.430185712,0.00845893
8,2023,"SUGG",189.8887458,0.24238699,7364.679858,215.8971745,0.610576388,0.012815887
9,2023,"SUGG",49.58595673,0.064363434,5379.373309,161.1507559,0.173187044,0.003725752
10,2023,"SUGG",155.462038,0.21354579,3332.889195,107.1898958,0.037851063,0.001
11,2023,"SUGG",57.01640733,0.091852323,2478.4104905,97.703586055,0.301801086,0.008836282
1,2024,"SUGG",55.28592774,0.098220572,2936.372137,130.9659708,0.470766825,0.01585896
2,2024,"SUGG",101.6926971,0.17918535,2914.792566,128.1619673,0.2770356,0.009167188
3,2024,"SUGG",390.4797849,0.587856447,2945.574276,106.1412988,0.228678698,0.006048266
4,2024,"SUGG",28.83714159,0.04356506,3719.257059,135.0297516,0.3347451,0.008941813
5,2024,"SUGG",42.05239144,0.058870283,3406.976776,112.1720618,0.280388274,0.006704821
6,2024,"SUGG",77.63498083,0.104381788,7248.742759,226.6731147,0.198546906,0.00447928
9,2024,"SUGG",127.12458079,0.1596430375,5266.2055405,155.2218476,0.2340322295,0.0049749285
10,2024,"SUGG",51.78551044,0.073428916,5645.259461,190.555847575,0.2963636795,0.0070363125
12,2024,"SUGG",52.6497884,0.091391271,3166.004228,137.3033227,0.255544405,0.008346388
1,2025,"SUGG",81.22340713,0.145584784,2729.317729,123.037691,0.290068804,0.009887362
2,2025,"SUGG",269.3305444,0.423848851,3645.65432,139.401628,0.271374747,0.007685422
3,2025,"SUGG",105.1948948,0.170599419,2605.097695,103.2558186,0.369177964,0.010875685
4,2025,"SUGG",55.00619807,0.076955911,3805.853652,125.3661003,0.305378198,0.007310893
5,2025,"SUGG",78.055964255,0.1004009775,4051.227058,122.841847,0.275448353,0.006002563
6,2017,"SYCA",1007.31,1.631,14323,554,0.27,0.008
7,2017,"SYCA",1440.955,2.307,16960,648.4,0.4055,0.0115
8,2017,"SYCA",7.83,0.013,4860,185.7,0.824,0.023
9,2017,"SYCA",3546.79,5.619,18746,702.8,0.353,0.01
10,2017,"SYCA",3800.3,6.656,16546,704.1,9.171,0.289
7,2018,"SYCA",6.455,0.0095,3544,117.65,0.9435,0.022
8,2018,"SYCA",7636.27333333333,11.909,13548.6666666667,505,56.483,1.55733333333333
9,2018,"SYCA",2475.37333333333,4.03466666666667,14674,573.366666666667,35.2953333333333,0.982333333333333
10,2018,"SYCA",1502.46,2.8565,4922,221.2,1.0765,0.0325
1,2019,"SYCA",2.16,0.005,2453,156,1.152,0.057
2,2019,"SYCA",1.966,0.0042,1602,84.2,1.1168,0.0452
3,2019,"SYCA",6.27,0.012,946.25,44.725,0.379,0.01425
4,2019,"SYCA",54.8733333333333,0.101,1517.66666666667,68.6666666666667,0.395333333333333,0.0136666666666667
5,2019,"SYCA",124.88,0.215666666666667,5078,211.033333333333,0.676666666666667,0.0206666666666667
6,2019,"SYCA",256.6,0.428,14151,565.5,4.052,0.119
7,2019,"SYCA",144.685,0.23,11165.5,417.35,1.017,0.028
8,2019,"SYCA",512.54,0.83,20672,795.9,23.241,0.654
9,2019,"SYCA",607.39,0.974,20209,768.8,0.68,0.019
10,2019,"SYCA",270.74,0.45,8659,344.8,3.852,0.113
11,2019,"SYCA",450.73,0.79,15985,681,1.237,0.039
12,2019,"SYCA",22.93,0.0493333333333333,1419.66666666667,79.2,0.402,0.0173333333333333
1,2020,"SYCA",25.072,0.0542,1394.8,77.64,0.4586,0.0196
2,2020,"SYCA",23.3875,0.049,1211,64.25,0.53475,0.02175
3,2020,"SYCA",19.9566666666667,0.039,1456,70.7333333333333,0.502666666666667,0.0183333333333333
9,2020,"SYCA",664.16,1.033,16267,596.8,0.488,0.013
10,2020,"SYCA",1476.2125544,2.50292354,12012.346685,478.4332412,0.9398084155,0.0272875695
11,2021,"SYCA",653.2485823,1.153270082,8641.212876,372.1952786,1.124200129,0.035951061
12,2021,"SYCA",484.44203085,0.8654085835,7462.598432,326.563832,1.273051751,0.041268127
1,2022,"SYCA",55.0898327325,0.1223806645,1862.9430605,104.25406413,0.4478715735,0.0194808175
2,2022,"SYCA",36.3881507025,0.074504189,2277.87552875,118.3268584525,0.37632781575,0.0148521855
3,2022,"SYCA",36.28173398,0.0690109738,2091.0305442,99.230708132,0.3884280714,0.0137609306
4,2022,"SYCA",59.87071352,0.101671192,1669.470692,68.32840807,0.312560148,0.009428558
5,2022,"SYCA",97.72722191,0.169824194,3570.462148,150.1437387,0.274297087,0.008522147
6,2022,"SYCA",73.42286758,0.118722367,8233.667718,316.8523898,0.495180579,0.013938964
7,2022,"SYCA",106.4748756,0.171426313,13442.8051,514.2119653,0.399194408,0.011158239
8,2022,"SYCA",213.2434401,0.331006882,19785.09796,723.5045325,0.585477088,0.015565524
9,2022,"SYCA",272.4909628,0.424785771,23469.22107,862.8728377,0.725246402,0.019398923
10,2022,"SYCA",384.0675202,0.608433583,23505.66234,881.7053506,0.256223785,0.007008796
11,2022,"SYCA",284.62596179,0.5764724275,15652.35352,737.2624538,0.902298354,0.034458056
12,2022,"SYCA",2490.433788,5.393544034,4813.679675,268.3949935,4.142161701,0.177096031
1,2023,"SYCA",0.461495822,0.00170292233333333,803.432779633333,44.6474436166667,0.436233129333333,0.018648408
2,2023,"SYCA",11.950601135,0.0253149,1232.46752715,67.117653665,0.326981879,0.0135620895
3,2023,"SYCA",10.728195033,0.02179525275,4361.153887575,220.3394491825,0.1999509655,0.0077996275
